Statistic Label,Year,Principal Economic Status,UNIT,VALUE,File_Name,Highest Level of Education Completed,Household Composition,Number of Persons at Work in the Household,Tenure Status,Urban and Rural,Region,Number of People at Work
Mean Nominal Household Disposable Income,2020,,Euro,26986.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,37885.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,48150.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,53069.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,69308.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,46808.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,29197.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,38750.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,53335.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,56954.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,72539.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,47337.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,17540.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,19891.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,22860.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,26017.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,32337.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,22140.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,17964.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,20860.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,24374.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,28102.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,33451.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,24166.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,19590.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,22198.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,25845.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,28298.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,35708.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,25443.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,20304.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,23432.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,27586.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,30464.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,37448.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,25883.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,17540.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,19891.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,22860.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,26017.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,32337.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,22140.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,17904.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,20790.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,24292.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,28008.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,33339.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,24085.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,19590.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,22198.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,25845.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,28298.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,35708.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,25443.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,20236.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,23354.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,27494.0,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,30362.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,37323.0,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,25796.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
At Risk of Poverty Rate,2020,,%,18.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
At Risk of Poverty Rate,2020,,%,18.6,SIA63.20221204T051239.csv,Lower secondary,,,,,,
At Risk of Poverty Rate,2020,,%,15.2,SIA63.20221204T051239.csv,Upper secondary,,,,,,
At Risk of Poverty Rate,2020,,%,10.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
At Risk of Poverty Rate,2020,,%,6.4,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
At Risk of Poverty Rate,2020,,%,15.2,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
At Risk of Poverty Rate,2021,,%,24.8,SIA63.20221204T051239.csv,Primary or below,,,,,,
At Risk of Poverty Rate,2021,,%,19.4,SIA63.20221204T051239.csv,Lower secondary,,,,,,
At Risk of Poverty Rate,2021,,%,12.4,SIA63.20221204T051239.csv,Upper secondary,,,,,,
At Risk of Poverty Rate,2021,,%,5.8,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
At Risk of Poverty Rate,2021,,%,4.3,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
At Risk of Poverty Rate,2021,,%,10.3,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Primary or below,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
At Risk of Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Deprivation Rate,2020,,%,22.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Deprivation Rate,2020,,%,20.0,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Deprivation Rate,2020,,%,14.6,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Deprivation Rate,2020,,%,10.0,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Deprivation Rate,2020,,%,6.9,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Deprivation Rate,2020,,%,16.6,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Deprivation Rate,2021,,%,20.3,SIA63.20221204T051239.csv,Primary or below,,,,,,
Deprivation Rate,2021,,%,20.7,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Deprivation Rate,2021,,%,12.8,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Deprivation Rate,2021,,%,9.2,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Deprivation Rate,2021,,%,6.8,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Deprivation Rate,2021,,%,15.0,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Deprivation Rate,2022,,%,24.7,SIA63.20221204T051239.csv,Primary or below,,,,,,
Deprivation Rate,2022,,%,22.3,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Deprivation Rate,2022,,%,19.3,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Deprivation Rate,2022,,%,15.1,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Deprivation Rate,2022,,%,7.5,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Deprivation Rate,2022,,%,22.9,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Consistent Poverty Rate,2020,,%,6.0,SIA63.20221204T051239.csv,Primary or below,,,,,,
Consistent Poverty Rate,2020,,%,6.9,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Consistent Poverty Rate,2020,,%,5.2,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Consistent Poverty Rate,2020,,%,2.6,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Consistent Poverty Rate,2020,,%,1.5,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Consistent Poverty Rate,2020,,%,5.1,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Consistent Poverty Rate,2021,,%,8.6,SIA63.20221204T051239.csv,Primary or below,,,,,,
Consistent Poverty Rate,2021,,%,6.3,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Consistent Poverty Rate,2021,,%,3.9,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Consistent Poverty Rate,2021,,%,0.8,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Consistent Poverty Rate,2021,,%,1.3,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Consistent Poverty Rate,2021,,%,3.9,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Primary or below,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Lower secondary,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Upper secondary,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Third level non-degree,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Third level degree or higher,,,,,,
Consistent Poverty Rate,2022,,%,,SIA63.20221204T051239.csv,Post leaving certificate,,,,,,
Median Real Household Disposable Income,2020,,Euro,17312.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Real Household Disposable Income,2020,,Euro,23628.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Real Household Disposable Income,2020,,Euro,37911.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Real Household Disposable Income,2020,,Euro,53582.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Real Household Disposable Income,2020,,Euro,75285.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Real Household Disposable Income,2020,,Euro,29506.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Real Household Disposable Income,2020,,Euro,58008.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Real Household Disposable Income,2020,,Euro,66754.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Real Household Disposable Income,2021,,Euro,18131.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Real Household Disposable Income,2021,,Euro,23233.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Real Household Disposable Income,2021,,Euro,39182.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Real Household Disposable Income,2021,,Euro,52878.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Real Household Disposable Income,2021,,Euro,77732.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Real Household Disposable Income,2021,,Euro,33516.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Real Household Disposable Income,2021,,Euro,62723.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Real Household Disposable Income,2021,,Euro,72663.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Real Household Disposable Income,2020,,Euro,22534.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Real Household Disposable Income,2020,,Euro,27828.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Real Household Disposable Income,2020,,Euro,46699.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Real Household Disposable Income,2020,,Euro,57674.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Real Household Disposable Income,2020,,Euro,81678.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Real Household Disposable Income,2020,,Euro,32364.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Real Household Disposable Income,2020,,Euro,68271.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Real Household Disposable Income,2020,,Euro,75229.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Real Household Disposable Income,2021,,Euro,23761.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Real Household Disposable Income,2021,,Euro,28099.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Real Household Disposable Income,2021,,Euro,45765.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Real Household Disposable Income,2021,,Euro,57932.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Real Household Disposable Income,2021,,Euro,89220.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Real Household Disposable Income,2021,,Euro,34549.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Real Household Disposable Income,2021,,Euro,69536.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Real Household Disposable Income,2021,,Euro,82278.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Nominal Household Disposable Income,2020,,Euro,17312.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Nominal Household Disposable Income,2020,,Euro,23628.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Nominal Household Disposable Income,2020,,Euro,37911.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Nominal Household Disposable Income,2020,,Euro,53582.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Nominal Household Disposable Income,2020,,Euro,75285.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Nominal Household Disposable Income,2020,,Euro,29506.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Nominal Household Disposable Income,2020,,Euro,58008.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Nominal Household Disposable Income,2020,,Euro,66754.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Nominal Household Disposable Income,2021,,Euro,18070.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Nominal Household Disposable Income,2021,,Euro,23155.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Nominal Household Disposable Income,2021,,Euro,39051.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Nominal Household Disposable Income,2021,,Euro,52701.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Nominal Household Disposable Income,2021,,Euro,77472.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Nominal Household Disposable Income,2021,,Euro,33404.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Nominal Household Disposable Income,2021,,Euro,62513.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Nominal Household Disposable Income,2021,,Euro,72420.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,22534.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,27828.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,46699.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Nominal Household Disposable Income,2020,,Euro,57674.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Nominal Household Disposable Income,2020,,Euro,81678.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Nominal Household Disposable Income,2020,,Euro,32364.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Nominal Household Disposable Income,2020,,Euro,68271.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Nominal Household Disposable Income,2020,,Euro,75229.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,23681.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,28005.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,45612.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Nominal Household Disposable Income,2021,,Euro,57738.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Nominal Household Disposable Income,2021,,Euro,88921.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Nominal Household Disposable Income,2021,,Euro,34433.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Nominal Household Disposable Income,2021,,Euro,69303.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Nominal Household Disposable Income,2021,,Euro,82002.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,17312.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,23628.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
